项目,主题,问题类型,优先级,
期权风控,期权持有集中度查询持有账户数、自由流通量值与需求不一致,软件缺陷,普通,
期权风控,期权申报统计页面申报均价计算错误,软件缺陷,高,
期权风控,程序化交易规模查询页面的申报金额算法错误,软件缺陷,高,
期权风控,期权持有集中度查询图表标注及导出,软件缺陷,普通,
期权风控,QFII账户交易统计查看类别为账户时账户名称显示为公司名称,软件缺陷,普通,
期权风控,企业年金交易统计页面导出文件中的数据格式不正确,软件缺陷,低,
期权风控,信托产品交易统计页面买卖详情表导出问题,软件缺陷,低,
期权风控,信托产品交易统计页面买卖详情表的默认排序错误,软件缺陷,低,
期权风控,分类投资者查询页面结束时间相同而持仓量不同,软件缺陷,高,
期权风控,分类投资者查询成交金额没有情况有的显示为空有的显示为0,软件缺陷,低,
期权风控,个人账户交易统计页面指定产品查询时持仓统计表中的持仓量错误,软件缺陷,高,
期权风控,个人账户交易数量区间单位需求确认,软件缺陷,高,
期权风控,一般机构投资者交易页面统计项为数量时买卖详情列表中显示内容还是金额的内容,软件缺陷,普通,
期权风控,一般机构投资者账户交易页面查询结果列表中数据较多时没有滚动条,软件缺陷,低,
期权风控,一般机构投资者交易页面导出及页面金额不保留三位小数问题,软件缺陷,普通,
期权风控,分类投资者查询页面期权代码下拉默认值问题,软件缺陷,高,
期权风控,分类投资者查询所有页面期权代码下拉内容错误,软件缺陷,高,
期权风控,理论价格与实际价格偏离查询页面理论价格为0的记录未显示,软件缺陷,低,
期权风控,理论价格与实际价格偏离查询页面任一偏离幅度等于门限记录未显示,软件缺陷,普通,
期权风控,期权基本资料页面中基本信息显示问题,软件缺陷,高,
期权风控,行权查询页面查询条件的顺序、位置不美观,软件缺陷,低,
期权风控,期权申报统计买入、卖出未成交量统计错误,软件缺陷,高,
期权风控,程序化交易规模查询页面时间段查询时未平仓量占比计算错误,软件缺陷,普通,
期权风控,程序化交易规模查询页面权利方、义务方未平仓量根据买卖状态不同而显示不同,软件缺陷,普通,
期权风控,账户、账户组持仓统计，盘中实时查询时含现货选项查询不到现货数据,软件缺陷,普通,
期权风控,账户持仓统计买入、卖出均价计算错误,软件缺陷,普通,
期权风控,程序化交易规模查询页面的申报金额计算时没有乘合约单位,软件缺陷,高,
期权风控,期权单边持仓超限查询页面无法查询到标的券流通股本为0的数据,软件缺陷,低,
期权风控,日内回转次数页面查询提示信息不友好,软件缺陷,低,
期权风控,账户持仓明细查询页面账户导入等问题,软件缺陷,低,
期权风控,期权产品持有量需求描述错误,软件缺陷,低,
期权风控,期权产品成交统计多日增减需求描述错误问题,软件缺陷,普通,
期权风控,需求修改：期权产品成交统计的均价计算描述错误,软件缺陷,普通,
期权风控,理论价格与实际价格偏离查询页面导出问题及页面展示问题,软件缺陷,低,
期权风控,期权参与者申报详情记录过万查询卡住（.2环境）,软件缺陷,普通,
期权风控,参与者成交统计单日时间段查询情况买入（卖出）比例计算不一致,软件缺陷,普通,
期权风控,页面中涉及文件导入控件的问题,软件缺陷,普通,
期权风控,账户成交统计跨日、大宗交易平台情况查询时状态栏出现错误信息,软件缺陷,低,
期权风控,参与者成交统计（非账户）跨日情况收盘前查询买入比例不正确,软件缺陷,普通,
期权风控,优先股集中度统计页面查询结果列标题名默认显示不全,软件缺陷,低,
期权风控,参与者成交统计页面的买入/卖出比例计算问题确认,设计优化,普通,
期权风控,申报统计、成交统计页面参与者层级为pbu时查询结果的参与者名称显示,软件缺陷,普通,
期权风控,期权持有结构页面显示问题,软件缺陷,低,
期权风控,账户成交统计跨日查询买入数量卖出数量保留3位小数,软件缺陷,普通,
期权风控,优先股查询明细查询页面导出文件中成交金额数据显示错误,软件缺陷,普通,
期权风控,优先股的股票基本资料页面查询返回0条数据,软件缺陷,普通,
期权风控,优先股查询中明细查询，账户代码选择为卖方账户时无数据显示。,软件缺陷,普通,
期权风控,证券各类投资者分类统计页面中部分投资者类型无数据,软件缺陷,高,
期权风控,系统管理监控对象设置页面中没有监控对象名称为监控优先股的监控对象,软件缺陷,普通,
期权风控,部署手册-监控对象设置操作中没有优先股与非优先股设置,软件缺陷,普通,
期权风控,优先股查询中营业部名称显示错误,软件缺陷,普通,
期权风控,优先股产品查询页面，按分日列示查询时，数据显示时间过长,设计优化,高,
期权风控,一般机构投资者中导出问题,软件缺陷,普通,
期权风控,融资余额查询页面当日停牌情况汇总表与明细表中的流通市值不一致,软件缺陷,普通,
期权风控,个股期权相关页面导出问题汇总,软件缺陷,低,
期权风控,参与者成交详情跨日查询记录重复,软件缺陷,低,
期权风控,期权持有结构页面显示问题,软件缺陷,低,
期权风控,期权持有结构页面义务方持有人数不正确,软件缺陷,普通,
期权风控,参与者持仓统计导出条件显示与页面不一致,软件缺陷,普通,
期权风控,期权申报统计合计买入卖出申报数量错误,软件缺陷,普通,
期权风控,账户组申报统计记录重复显示,软件缺陷,普通,
期权风控,账户申报统计输出结果分类错误,软件缺陷,普通,
期权风控,参与者成交统计买入/卖出比例计算问题,软件缺陷,普通,
期权风控,账户申报统计点击标题可排序,软件缺陷,普通,
期权风控,账户持仓统计列表表头显示错误,软件缺陷,普通,
期权风控,期权申报统计页面和期权成交统计页面中前N名显示问题,软件缺陷,低,
期权风控,期权持有集中度查询页面为空白页面,软件缺陷,普通,
期权风控,参与者基本资料页面的报警记录都为空,软件缺陷,普通,
期权风控,分类投资者查询页面统计项为数量情况买卖详情显示的是金额,软件缺陷,普通,
期权风控,分类投资者查询页面持仓统计、买卖详情列表默认排序不正确,软件缺陷,低,
期权风控,分类投资者查询页面部分列表框的表头未锁定,软件缺陷,低,
期权风控,理论价格与实际价格偏离页面当日最低价错误,软件缺陷,普通,
期权风控,券商集合理财交易统计类别为计划时持仓统计没有按计划名称汇总计算,软件缺陷,低,
期权风控,账户持仓/账户组持仓统计含现货持仓数量等字段显示为0,软件缺陷,普通,
期权风控,分类投资者查询，金额没有和需求中一致保留3位小数,软件缺陷,普通,
期权风控,期权各类投资者持仓统计，持仓量都为0 ,软件缺陷,高,
期权风控,期权单边持仓超限查询导出excle首行格式错误,软件缺陷,低,
期权风控,账户基本资料列表记录翻页时报错,软件缺陷,普通,
期权风控,企业年金交易统计页面导出文件中的卖出总金额与页面显示的不一致。,软件缺陷,普通,
期权风控,企业年金交易统计页面净额数值计算错误。,软件缺陷,普通,
期权风控,参与者成交统计买入/卖出比例计算问题,软件缺陷,普通,
期权风控,信托产品交易统计页面，买入金额数值格式与需求不符。,软件缺陷,普通,
期权风控,账户持仓统计/账户组持仓统计含现货查询标题显示问题,软件缺陷,普通,
期权风控,账户持仓统计含现货查询持仓市值显示为0,软件缺陷,普通,
期权风控,账户持仓/账户组持仓统计均价计算问题,软件缺陷,普通,
期权风控,重点监控账户组查询页面拖动滚动条时，表头没有固定。,设计优化,低,
期权风控,期权成交统计页面多日合计查询结果中买入记录未排序,软件缺陷,普通,
期权风控,账户组持仓统计含现货情况默认排序有误,软件缺陷,普通,
期权风控,期权参与者账户层级查询结果含信用账户,软件缺陷,普通,
期权风控,期权申报统计页面前N名不输入查询报错,软件缺陷,普通,
期权风控,参与者申报统计导出问题,软件缺陷,普通,
期权风控,期权申报统计页面账户层级查询申报卖出次数和卖出申报均价错误,软件缺陷,普通,
期权风控,期权成交统计页面没有根据排序类型过滤显示记录问题,软件缺陷,普通,
期权风控,期权申报统计页面，申报数量和申报数量不包括撤单数量,软件缺陷,普通,
期权风控,参与者持仓统计导出问题,软件缺陷,普通,
期权风控,账户组成交统计缺总计行,软件缺陷,普通,
期权风控,波动率曲面图显示问题,软件缺陷,低,
期权风控,期权持仓明细查询页面导入失败提示信息不友好,软件缺陷,低,
期权风控,参与者申报详情查询页面缩小后查询条件栏没有滚动条，产品类型控件名称换行,软件缺陷,普通,
期权风控,参与者申报详情、参与者成交详情页面导出显示与页面不一致,软件缺陷,普通,
期权风控,参与者查询所有页面，查询列表表头名称显示错误,软件缺陷,普通,
期权风控,期权申报详情和期权成交详情中时间显示错误,软件缺陷,普通,
期权风控,期权申报详情页面撤单记录的未成交量需求确认,软件缺陷,低,
期权风控,期权申报详情页面订单类型控件显示问题,软件缺陷,普通,
期权风控,账户组成交详情买卖状态全选时查询结果买卖显示不全,软件缺陷,普通,
期权风控,期权基本资料页面中基本信息显示问题,软件缺陷,普通,
期权风控,备兑控件先勾选非备兑后勾选备兑情况输入框显示错误,软件缺陷,普通,
期权风控,参与者成交详情的成交时间显示错误,软件缺陷,普通,
期权风控,营业部申报统计页面所有字段计算错误,软件缺陷,高,
期权风控,券商申报统计列表所有字段计算错误,软件缺陷,高,
期权风控,营业部申报统计列表字段营业部名称重复显示,软件缺陷,普通,
期权风控,账户组申报统计页面所有字段计算错误,软件缺陷,高,
期权风控,参与者（非账户）申报统计查询结果不能点击标题排序,软件缺陷,普通,
期权风控,买卖双方为同一账户情况日内回转次数翻倍,软件缺陷,普通,
期权风控,账户申报统计申报买入数量/卖出数量、未成交量、申报次数计算错误,软件缺陷,普通,
期权风控,参与者申报详情/参与者成交详情产品类型指定期权后再全选查询，结果显示之前指定期权的结果,软件缺陷,高,
期权风控,参与者基本资料页面点击信用账户代码链接报错,软件缺陷,普通,
期权风控,参与者申报统计默认排序错误,软件缺陷,普通,
期权风控,重点监控账户组查询页面参与者代码链接问题,软件缺陷,普通,
期权风控,期权申报统计申报数量没有加撤单数量,软件缺陷,高,
期权风控,订单类型控件，去掉部分勾选后输入框显示错误,软件缺陷,普通,
期权风控,期权查询页面订单类型选择市价转限价查询无效、指定营业部查询无效,软件缺陷,高,
期权风控,期权基本资料页面合约状态描述不正确,软件缺陷,普通,
期权风控,账户持仓明细查询较多账户的持仓记录时无法完全显示所有查询结果记录,软件缺陷,普通,
期权风控,波动率曲面查询报未知异常,软件缺陷,高,
期权风控,参与者申报详情列表的申报时间、撤单时间显示错误,软件缺陷,普通,
期权风控,参与者申报详情列表字段显示错位,软件缺陷,普通,
期权风控,主体页面滚动条不能显示，数据管理下老数据窗口界面,软件缺陷,紧急,
期权风控,产品成交统计跨日查询固定收益平台按日统计当日小计中均价加总,软件缺陷,普通,
期权风控,点击系统页报错（偶发）,软件缺陷,普通,
期权风控,大宗、固收的账户查询，页面缩小后查询条件换行,软件缺陷,普通,
期权风控,期权风控页面点击查询后，光标移到别的tab标签页后列表变宽,软件缺陷,高,
期权风控,所有期权风控页面报未知异常,软件缺陷,高,
期权风控,期权风控页面点击查询后，光标移到别的tab标签页后列表变宽,软件缺陷,普通,
期权风控,账户/账户组持仓页面缩小后产品类型控件换行,软件缺陷,普通,
期权风控,产品成交统计大宗/固收平台成交量等于0的数据显示问题,软件缺陷,低,
期权风控,产品成交统计页面固收/大宗两个平台的小计项均价与竞价不一致,软件缺陷,普通,
期权风控,券商基本资料页面券商名称可编辑,软件缺陷,普通,
期权风控,账户组成交详情大宗交易查询时显示信用类型,软件缺陷,普通,
期权风控,账户组持仓统计跨日查询三个平台数据计算错误,软件缺陷,普通,
期权风控,融券余量查询流通股本为0时融券余量占流通股本比例显示不为空,软件缺陷,普通,
期权风控,期权风控，证券代码查询权限控制问题,软件缺陷,低,
期权风控,交易过量查询有3天历史数据和当日数据时显示结果,软件缺陷,普通,
期权风控,产品成交统计跨日多日增减统计查询结果中增（减）仓量占流通量比计算错误,软件缺陷,普通,
期权风控,产品成交统计跨日含当日查询竞价平台数据问题,软件缺陷,普通,
期权风控,产品成交统计页面固收和大宗小计项均价计算错误,软件缺陷,普通,
期权风控,产品成交统计页面单日条件查询固收和大宗成交数据显示问题,软件缺陷,普通,
期权风控,融资融券盘前数据处理生成的信息披露文件中融资融券数量没有右对齐,软件缺陷,普通,
期权风控,账户成交统计页面竞价平台跨日查询问题,软件缺陷,普通,
期权风控,投资者买入超限查询买入单只风险警示股票数量小于1万股时可查询,软件缺陷,普通,
期权风控,账户申报统计页面补订单的卖出未成交量数据错误,软件缺陷,普通,
期权风控,弹出窗口上的查询条件框显示横向、纵向滚动条,软件缺陷,低,
期权风控,.8环境参与者成交详情及产品成交详情页面查询报未知异常,软件缺陷,高,
期权风控,证券各类投资者分类统计中B股金额单位错误,软件缺陷,普通,
期权风控,QFII持有统计历史QFII查询，明细记录序号默认排序错误,软件缺陷,普通,
期权风控,账户持仓统计页面含信用账户条件下查询结果中不含竞价平台成交数据,软件缺陷,普通,
期权风控,账户基本资料页面信用账户代码链接页面报错,软件缺陷,低,
期权风控,账户持仓统计页面，不含信用账户条件下大宗交易和固定收益成交数据翻倍,软件缺陷,普通,
期权风控,账户持仓统计页面，产品类型除全选外查询结果不正确,软件缺陷,普通,
期权风控,分母为0时计算结果不为空,软件缺陷,普通,
期权风控,融资融券盘前数据处理生成融资融券标的证券权限暂停通知单,软件缺陷,普通,
期权风控,账户基本资料页面，账户代码链接页面前更新日期显示问题,软件缺陷,普通,
期权风控,参与者查询账户持仓历史时间段查询无效,软件缺陷,普通,
期权风控,分类投资者查询和市场统计查询菜单中含三个平台类型的tab页面，明细页面债券类型产品均价计算时没有除以10,软件缺陷,普通,
期权风控,固定收益平台查询的市场统计成交数量为0或为空时均价没有显示为空,软件缺陷,普通,
期权风控,期权风控页面点击查询后页面显示没有滚动条，光标移到别的tab标签页后列表出现滚动条,软件缺陷,普通,
期权风控,成交详情页面固收平台查询结果的交易类型显示错误,软件缺陷,普通,
期权风控,账户组设置点击账户组名称链接因中文乱码查询不到数据,软件缺陷,普通,
期权风控,国债预发行债券基本资料：页面显示内容不正确,软件缺陷,普通,
期权风控,导出问题汇总,软件缺陷,普通,
期权风控,固收平台交易类型选项显示错误,软件缺陷,普通,
期权风控,UNIX环境国债预发行债券成交统计等页面报null错误,软件缺陷,普通,
期权风控,参与者查询账户基本资料多个账号查询点击报警记录不显示记录,软件缺陷,普通,
期权风控,证券代码选择全部查询报错,软件缺陷,普通,
期权风控,产品查询-基金申购统计、基金赎回统计数据不正确,软件缺陷,普通,
期权风控,产品查询-订单簿查询：页面数据显示错误,软件缺陷,普通,
期权风控,产品查询-基金基本信息：无数据，且表T_JJ_BASIC无数据,软件缺陷,普通,
期权风控,参与者查询pbu选择1000多个查询报错,软件缺陷,普通,
期权风控,产品查询-股票申报统计：查询时查询结果卖出记录错误,软件缺陷,普通,
期权风控,国债预发行账户成交统计跨日含信用账户查询报错,软件缺陷,普通,
期权风控,国债预发行产品成交统计跨日按日统计查询报错,软件缺陷,普通,
期权风控,国债预发行pbu托管统计有30号数据时查询开始日期为30号结果不显示,软件缺陷,普通,
期权风控,风险警示板查询中多个页面涉及竞价、固定收益、大宗交易三个平台加总的均价计算错误,软件缺陷,普通,
期权风控,融资融券盘前数据处理ETF的公告文件中显示的比例有误,软件缺陷,普通,
期权风控,融资余额查询明细列表流通市值标题缺万元单位,软件缺陷,低,
期权风控,会员查询页面历史查询划入、划出量值错误,软件缺陷,普通,
期权风控,多股同列产品类型全选后明细条数为10000000000查询报未知异常,软件缺陷,普通,
期权风控,大宗交易查询的明细查询标题显示不全,软件缺陷,低,
期权风控,债券专业投资者页面当日时间段查询无效,软件缺陷,普通,
期权风控,固定收益平台查询的明细查询收盘价和前收盘价取表错误,软件缺陷,普通,
期权风控,固定收益平台查询的市场统计成交数量为0或为空时查询报错,软件缺陷,普通,
期权风控,导入多个证券代码后证券代码输入框显示一个证券,软件缺陷,普通,
期权风控,固定收益平台产品查询债券均价没有除10,软件缺陷,普通,
期权风控,分类投资者-QFII账户交易统计：按照QFII查询，机构名称显示错误。,软件缺陷,普通,
期权风控,国债预发行产品基本资料页面只显示了产品代码、产品简称,软件缺陷,普通,
期权风控,账户持仓统计页面国债预发行产品的持仓市值为0,软件缺陷,普通,
期权风控,PBU托管统计、券商托管统计页面无法查询到国债预发行产品的记录,软件缺陷,普通,
期权风控,国债预发行产品成交统计页面，部分查询条件组合无查询结果,软件缺陷,普通,
期权风控,国债预发行产品持有统计页面，PBU层级查询，查询结果的排序不正确,软件缺陷,普通,
期权风控,国债预发行产品成交统计页面，跨日，账户层级，按日统计查询时页面报错,软件缺陷,紧急,
期权风控,国债预发行产品成交统计页面的合计不正确,软件缺陷,紧急,
期权风控,成交时间为空时成交详情页面显示问题,软件缺陷,低,
期权风控,参与者查询-账户持仓统计：查询当日时间段090000-100000，查出来的买入数量买入金额卖出数量卖出金额不正确,软件缺陷,普通,
期权风控,市场统计查询交易金额排序统计页面，证券代码为607029的买入均价计算错误。,软件缺陷,普通,
期权风控,参与者查询-账户持仓统计：查询历史单日：如20101129，持仓市值始终是0,软件缺陷,普通,
期权风控,国债预发行产品，持有统计页面无数据,软件缺陷,高,
期权风控,国债预发行产品的成交详情查询页面，成交时间与数据库中的值不一致,软件缺陷,普通,
期权风控,参与者查询-账户基本资料：信用账户代码、姓名字段始终不显示；查询多个账户，报警记录不显示,软件缺陷,普通,
期权风控,产品申报统计，参与者层级为营业部时，查询结果中的申报卖出记录少了两条,软件缺陷,普通,
期权风控,融资、融券盘前数据处理导出多了颜色列,软件缺陷,普通,
期权风控,参与者查询-账户基本资料页面排版没有对齐，导出文件身份证显示为科学计数法,软件缺陷,普通,
期权风控,固定收益平台查询的市场统计，债券成交均价没有除10,软件缺陷,普通,
期权风控,参与者查询：PBU、营业部、券商申报统计排序错误,软件缺陷,普通,
期权风控,固定收益平台查询的账户查询页面，证券存在成交数据没有总股本数据情况持股变动占总股本比例显示为0,软件缺陷,普通,
期权风控,产品成交统计页面，查询历史数据时结果错误,软件缺陷,普通,
期权风控,产品查询-产品成交统计，查询跨日包含当前交易日，查询结果中，当前交易日的营业部代码、营业部名称、券商名称均为空,软件缺陷,普通,
期权风控,期权风控页面点击查询后页面显示没有滚动条，光标移到别的tab标签页后列表出现滚动条,软件缺陷,普通,
期权风控,产品成交统计跨日券商按日统计报socket接收数据错误,软件缺陷,普通,
期权风控,产品成交统计跨日查询比例均价显示有NaN,软件缺陷,普通,
期权风控,信用账户关联关系查询，默认条件查询，券商代码和券商名称应该左对齐，现有系统为右对齐,软件缺陷,普通,
期权风控,参与者查询账户持仓统计记录多时列表加载不了记录,软件缺陷,普通,
期权风控,产品申报详情页面，所有参与者层级，查询结果没有排序。,软件缺陷,普通,
期权风控,质押式回购未到期融资/融券统计，导入参与者代码后，查询结果没有排序。,软件缺陷,普通,
期权风控,字段对齐问题,软件缺陷,普通,
期权风控,参与者查询，PBU层级，PBU成交统计没有排序。,软件缺陷,普通,
期权风控,参与者查询选择pbu时出现提示，点击是后不能模糊查询,软件缺陷,普通,
期权风控,产品查询-股票基本资料，批注及附件，打开sql文件，直接在页面中打开，且无法返回,软件缺陷,普通,
期权风控,信用账户查询页面显示非信用账户,软件缺陷,普通,
期权风控,页面排序问题,软件缺陷,普通,
期权风控,ETF基本资料当前最新价为空时页面显示为null,软件缺陷,普通,
期权风控,期权风控产品查询 - 查询条件证券代码下拉框会卡2-3秒后才显示，原来的版本中不会,软件缺陷,普通,
期权风控,使用过程中部分页面报未知异常或错误信息null（偶发）,软件缺陷,普通,
期权风控,融资融券盘前处理 - 信息披露文件生成为空,软件缺陷,普通,
期权风控,大小非减持查询：填写处理结果后，在历史处理结果中没有显示,软件缺陷,普通,
期权风控,账户基本资料页面点击导出报请求页面不存在,软件缺陷,普通,
期权风控,大小非减持查询：不勾选“仅显示当日有卖出申报者”，查询后，选择记录，页面出现错误,软件缺陷,普通,
期权风控,分类投资者 - 各类投资者，查询历史全天，查询结果显示等待时间过长,软件缺陷,普通,
期权风控,产品查询：证券代码查询私募债，会出来两条相同的证券记录,软件缺陷,高,
期权风控,Jquery导出文件打开失败,软件缺陷,高,
期权风控,融资融券盘前处理：颜色标识错误,软件缺陷,高,
期权风控,融资融券盘前处理：mtsl_dealbefore_h表中，price价格为空,软件缺陷,高,
期权风控,融资融券盘前数据处理：文件生成报未知异常,软件缺陷,高,
期权风控,融资融券盘前数据处理：合计应该在查询结果的最下方,软件缺陷,普通,
期权风控,融资融券盘前处理：查询条件比例门限大于输入0.003，查询结果中显示等于0.003的数据,软件缺陷,高,
期权风控,产品持有统计页面输出列表的字段与需求不一致,软件缺陷,低,
期权风控,分类投资者 - 各类投资者：平台选择竞价，产品类型选择多个，其他查询条件默认，在各类投资者信用账户交易统计中，个人投资者数据全为0,软件缺陷,普通,
期权风控,jquery框架页面风格未统一,软件缺陷,低,
期权风控,QFII持有统计页面，QFII账户名称获取的是QFII公司名称的值,软件缺陷,普通,
期权风控,固定收益平台市场统计、明细查询，查询结果不能单击列标题进行升降排序，与需求不符,软件缺陷,普通,
期权风控,固定收益平台查询，建议查询结果框能够随IE最大化而变大。,设计优化,低,
期权风控,标的券查询需求产品融资融券交易总貌输出表会员融券专用账户余量与程序实现不一致,软件缺陷,低,
期权风控,参与者查询pbu托管统计没有数据情况查询报接收数据有误,软件缺陷,普通,
期权风控,融资融券盘前数据处理-ETF产品处理没有实现,软件缺陷,高,
期权风控,交易金额排序统计页面，平台类型为全选情况，统计方式为净买入、净卖出的查询结果不正确,软件缺陷,普通,
期权风控,融资融券盘前数据处理需求描述错误,软件缺陷,普通,
期权风控,融资融券盘前处理 - 暂停通知单：格式错误,软件缺陷,普通,
期权风控,融资融券盘前处理 - 信息披露文件格式错误,软件缺陷,普通,
期权风控,融资融券盘前处理 - 融资/融券明细建议使用弹出框,软件缺陷,普通,
期权风控,融资融券盘前数据处理 - 对于高亮的记录，鼠标移上去，高亮色应该保持不变,软件缺陷,普通,
期权风控,交易金额排序统计页面显示问题,软件缺陷,普通,
期权风控,融资融券盘前数据处理-比例首次超过20%，应该显示为黄色,软件缺陷,普通,
期权风控,固定收益平台产品查询，买入方占总股本比重显示与需求不符,软件缺陷,普通,
期权风控,交易金额排序统计页面的导出类型与需求不一致,软件缺陷,普通,
期权风控,会员查询明细专业账户余量信用担保账户余量自营账户余量列记录缺少,软件缺陷,普通,
期权风控,交易金额排序统计，大宗交易平台类型，跨日带时间段查询的产品明细中的数量、金额不正确,软件缺陷,普通,
期权风控,交易金额排序统计页面，大宗交易平台类型，非债券的均价错误,软件缺陷,普通,
期权风控,交易金额排序统计，大宗交易不带时间查询当日数据时无查询结果,软件缺陷,高,
期权风控,融资融券查询 - 交易过量查询，oracle数据库mtsl_query_excesslimit表CREDITTAG字段描述不正确,软件缺陷,普通,
期权风控,参与者成交统计分母为0或空情况结果显示,软件缺陷,普通,
期权风控,交易金额排序统计页面，大宗交易平台类型查询结果产品明细均价显示为NaN ,软件缺陷,普通,
期权风控,交易金额排序统计页面，固定收益历史跨日时间段查询的产品明细不计算开始日期的成交数据,软件缺陷,普通,
期权风控,证券代码下拉选项中出现重复数据,软件缺陷,普通,
期权风控,固定收益平台产品查询、账户查询、明细查询中没有私募债产品数据，实际数据库中有数据。,软件缺陷,普通,
期权风控,交易金额排序统计页面，产品明细导出excel文件中首位为0的证券代码首位0缺失显示,软件缺陷,普通,
期权风控,交易金额排序统计页面，大宗交易（或固定收益）平台类型历史单日时间段查询结果显示历史单日全天的记录,软件缺陷,普通,
期权风控,账户/账户组持仓页面查询排版,软件缺陷,普通,
期权风控,分类投资者-B股各类投资者交易统计：查询条件排版不合理,软件缺陷,普通,
期权风控,风险警示版分类投资者-投资者买入超限查询：查询条件排版不合理,软件缺陷,普通,
期权风控,交易金额排序统计页面，当日大宗交易平台营业部层级查询明细页面无数据,软件缺陷,普通,
期权风控,参与者查询营业部成交统计查询结果的参与者代码显示为4位代码,软件缺陷,普通,
期权风控,分类投资者 - B股各类投资者：持平家数和不活跃家数计算错误,软件缺陷,高,
期权风控,参与者查询pbu成交统计买入卖出比例没有乘100,软件缺陷,普通,
期权风控,参与者查询pbu成交统计竞价查询结果没有按买入数量降序排序,软件缺陷,普通,
期权风控,分类投资者 - QFII持有统计：按照QFII查询，查找当日，汇总表和明细记录对应不上,软件缺陷,普通,
期权风控,分类投资者-QFII持有统计：按照QFII查询，需求要求默认按照现持有市值降序排序,软件缺陷,普通,
期权风控,参与者成交统计跨日按日统计点击表头标题名称可排序,软件缺陷,普通,
期权风控,参与者查询页面的产品类型控件名称多了冒号,软件缺陷,普通,
期权风控,分类投资者-各类投资者：查询后，页面始终显示读取中。。。,软件缺陷,高,
期权风控,多股同列中产品类型里增加一个“全选”，需确认“全选”包括的范围,软件缺陷,普通,
期权风控,参与者申报统计查询结果的申报买入数量没有右对齐,软件缺陷,普通,
期权风控,分类投资者 - 企业年金：默认没有按照净额排序,软件缺陷,普通,
期权风控,账户组申报统计查询结果没有按照申报买入数量降序排序,软件缺陷,普通,
期权风控,分类投资者-信托产品交易统计：大宗交易，按计划统计，带时间，当前交易日，查询结果没有按照净额降序排序显示,软件缺陷,普通,
期权风控,分类投资者页面：将屏幕缩小，查询条件缺失,软件缺陷,普通,
期权风控,分类投资者-信托产品交易统计：总数和明细结果不一致,软件缺陷,高,
期权风控,分类投资者-一般机构投资者查询：查询结果中存在券商代码、券商名称为空的记录,软件缺陷,高,
期权风控,参与者成交详情页面缩小后产品类型控件换行,软件缺陷,普通,
期权风控,参与者查询页面导出的excel中0开头的证券代码显示错误,软件缺陷,普通,
期权风控,固定收益平台产品查询，明细查询个别显示与需求不一致,软件缺陷,低,
期权风控,ETF持有统计统计固定收益和大宗交易数据的买入卖出比例没有乘100,软件缺陷,普通,
期权风控,产品成交统计固定收益的交易类型为全部时空值显示确认,软件缺陷,普通,
期权风控,固定收益平台账户查询，多日合计中有一条数据显示的值全部为0,软件缺陷,普通,
期权风控,产品持有统计账户pbu查询结果没有按期末持仓降序排序,软件缺陷,普通,
期权风控,产品成交统计竞价查询总成交金额为空情况提示信息不友好,软件缺陷,普通,
期权风控,产品查询页面查询产品子类型为OFN的产品时页面报未知异常,软件缺陷,普通,
期权风控,产品成交统计固定收益和大宗交易查询买卖一方没有数据显示问题,软件缺陷,普通,
期权风控,固定收益平台查询明细查询，与收盘价偏离度字段计算错误,软件缺陷,普通,
期权风控,产品成交统计多日增减查询期末流通股本为空情况提示信息不友好,软件缺陷,普通,
期权风控,分类投资者 - 大宗交易跨日查询，查询太慢,软件缺陷,高,
期权风控,产品成交统计跨日查询只有卖方数据时买入比例买入均价显示错误,软件缺陷,普通,
期权风控,大宗交易查询中明细查询，导出文件时报未知异常,软件缺陷,普通,
期权风控,产品成交统计固定收益和大宗查询结果小计缺买入均价卖出均价,软件缺陷,普通,
期权风控,大宗交易视图出现重复数据,软件缺陷,高,
期权风控,产品成交详情大宗交易信用账户记录显示,软件缺陷,普通,
期权风控,分类投资者查询界面查询条件排版不合理,设计优化,普通,
期权风控,分类投资者-基金账户交易统计，无法导出,软件缺陷,高,
